metrekare,Brüt_Metrekare,oda_sayisi,kat,Eşya_Durumu,binayasi,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
160,200,4,7.Kat,Boş,15-Nov,Kombi Doğalgaz,2290000,adana,11,Boş,Bilinmiyor,Yok,Kat Mülkiyeti,1
95,115,3,2.Kat,,10-May,Kombi Doğalgaz,2050000,adana,2,Mülk Sahibi Oturuyor,,,,2
230,300,5,4.Kat,Boş,10-May,Kombi Doğalgaz,6750000,adana,3,Boş,Uygun,,Kat Mülkiyeti,2
108,180,3,,Boş,15-Nov,Doğalgaz Sobalı,2950000,adana,3,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,2
140,160,4,3.Kat,Boş,10-May,Klimalı,2530000,adana,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
100,125,3,3.Kat,Boş,10-May,Klimalı,1960000,adana,7,Boş,Uygun,Yok,Kat Mülkiyeti,1
105,135,4,1.Kat,Boş,10-May,Klimalı,1650000,adana,4,Boş,Bilinmiyor,Yok,,2
130,145,4,,Boş,10-May,Klimalı,2250000,adana,7,Boş,Bilinmiyor,Yok,,1
132,185,4,2.Kat,Boş,16-20,Kombi Doğalgaz,3000000,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1
127,128,3,,Boş,21 Ve Üzeri,Sobalı,3950000,adana,2,Kiracı Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1
120,140,4,12.Kat,,0 (Yeni),Kombi Doğalgaz,2950000,adana,13,Boş,,,,2
140,165,4,9.Kat,Boş,16-20,Klimalı,1670000,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1
135,150,4,1.Kat,Boş,16-20,Kombi Doğalgaz,2275000,adana,7,Boş,Bilinmiyor,Var,,2
80,100,3,4.Kat,Boş,0 (Yeni),Klimalı,1480000,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
100,130,4,3.Kat,Boş,1,Kombi Doğalgaz,2150000,adana,7,Boş,Bilinmiyor,Var,,2
155,180,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2
120,140,4,12.Kat,,0 (Yeni),Kombi Doğalgaz,2950000,adana,13,Boş,,,,2
140,165,4,9.Kat,Boş,16-20,Klimalı,1670000,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1
135,150,4,1.Kat,Boş,16-20,Kombi Doğalgaz,2275000,adana,7,Boş,Bilinmiyor,Var,,2
80,100,3,4.Kat,Boş,0 (Yeni),Klimalı,1480000,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
100,130,4,3.Kat,Boş,1,Kombi Doğalgaz,2150000,adana,7,Boş,Bilinmiyor,Var,,2
155,180,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2
175,200,4,7.Kat,Boş,16-20,Kombi Doğalgaz,3290000,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2
110,150,3,2.Kat,,16-20,Isıtma Yok,4500000,adana,2,Mülk Sahibi Oturuyor,,,,1
100,120,4,,,15-Nov,Isıtma Yok,18000000,adana,1,Boş,Bilinmiyor,Var,Arsa Tapulu,1
135,160,4,3.Kat,Boş,16-20,Kombi Doğalgaz,3140000,adana,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
100,120,3,2.Kat,Boş,3,Kombi Doğalgaz,1190000,adana,3,Boş,Uygun,,Kat Mülkiyeti,2
105,137,4,6.Kat,Boş,1,Kombi Doğalgaz,1650000,adana,6,Boş,Bilinmiyor,Yok,,1
160,180,4,3.Kat,Boş,16-20,Doğalgaz Sobalı,2990000,adana,7,Boş,Uygun,Var,Kat İrtifakı,2
85,110,3,8.Kat,Boş,1,Kombi Doğalgaz,1540000,adana,11,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
155,180,4,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000,adana,12,Boş,Uygun,Var,Kat Mülkiyeti,2
100,125,3,2.Kat,,3,Kombi Doğalgaz,2600000,adana,7,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
140,160,4,9.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1985000,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2
120,125,4,4.Kat,Boş,10-May,Doğalgaz Sobalı,3400000,adana,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
100,120,4,1.Kat,,1,Kombi Doğalgaz,2070000,adana,13,Boş,Uygun,Yok,Kat Mülkiyeti,2
250,300,5,14.Kat,Boş,16-20,Merkezi Doğalgaz,8450000,adana,15,Boş,Uygun,,Kat Mülkiyeti,3
180,220,5,,Boş,10-May,Klimalı,3490000,adana,1,Mülk Sahibi Oturuyor,,Var,Arsa Tapulu,2
160,200,5,,,0 (Yeni),Kombi Doğalgaz,7490000,adana,2,Boş,Uygun,,Kat Mülkiyeti,1
120,272,4,Bahçe Katı,,4,Isıtma Yok,2495000,adana,1,Boş,Uygun,,Arsa Tapulu,1
190,220,5,7.Kat,Boş,10-May,Kombi Doğalgaz,6900000,adana,14,Boş,Uygun,,Kat Mülkiyeti,2
160,165,4,3.Kat,Boş,16-20,Kombi Doğalgaz,2290000,adana,10,Boş,Uygun,Var,Kat Mülkiyeti,1
40,70,2,8.Kat,,0 (Yeni),Klimalı,1050000,adana,11,Boş,,,Kat Mülkiyeti,1
100,162,6,,,21 Ve Üzeri,Klimalı,2000000,adana,2,Kiracı Oturuyor,,Yok,Müstakil Tapulu,2
85,110,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1950000,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2
90,130,3,6.Kat,,10-May,Kat Kaloriferi,2050000,adana,11,Boş,,,,1
43,55,2,4.Kat,Boş,0 (Yeni),Isıtma Yok,800000,adana,11,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
75,88,3,4.Kat,Boş,15-Nov,Isıtma Yok,1230000,adana,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1
125,165,4,8.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2289000,adana,10,Boş,Uygun,,Kat Mülkiyeti,2
90,100,4,,Boş,0 (Yeni),Sobalı,2250000,adana,1,Boş,Bilinmiyor,Var,,1
140,165,4,3.Kat,Boş,16-20,Kombi Doğalgaz,2290000,adana,10,Boş,Uygun,Yok,,2
165,180,4,11.Kat,Boş,10-May,Kombi Doğalgaz,3500000,adana,12,Boş,Bilinmiyor,Yok,,2
110,135,4,9.Kat,Boş,10-May,Kombi Doğalgaz,2725000,adana,14,Boş,Bilinmiyor,Yok,,2
210,230,7,14.Kat,,15-Nov,Kombi Doğalgaz,5750000,adana,14,Boş,Bilinmiyor,Yok,,2
120,150,4,5.Kat,Eşyalı,4,Klimalı,7495000,adana,5,Boş,Bilinmiyor,Var,,2
120,150,6,,,10-May,Sobalı,1850000,adana,2,Boş,Bilinmiyor,Var,Bilinmiyor,2
150,200,5,,,0 (Yeni),Kat Kaloriferi,5150000,adana,2,Boş,Bilinmiyor,Yok,,3
130,160,4,4.Kat,,15-Nov,Kombi Doğalgaz,2200000,adana,10,Boş,Bilinmiyor,Var,,2
130,160,4,3.Kat,,15-Nov,Klimalı,2295000,adana,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
135,150,4,Yüksek Giriş,,16-20,Kombi Doğalgaz,1820000,adana,8,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
80,95,3,10.Kat,,21 Ve Üzeri,Klimalı,1675000,adana,10,Kiracı Oturuyor,Bilinmiyor,Yok,,1
125,135,4,5.Kat,,10-May,Klimalı,2900000,adana,11,Boş,Bilinmiyor,Yok,,1
180,190,4,5.Kat,Boş,15-Nov,Kombi Doğalgaz,3450000,adana,8,Boş,,,Kat Mülkiyeti,1
130,177,4,6.Kat,,15-Nov,Klimalı,3000000,adana,8,Kiracı Oturuyor,Uygun,Yok,,2
140,165,4,12.Kat,Boş,10-May,Kombi Doğalgaz,2449000,adana,3,Boş,Uygun,Yok,Kat Mülkiyeti,2
190,200,4,3.Kat,Boş,21 Ve Üzeri,Isıtma Yok,2800000,adana,13,Boş,,,Kat Mülkiyeti,2
75,85,3,1.Kat,,4,Kombi Doğalgaz,1530000,adana,2,Boş,,,Kat Mülkiyeti,1
160,190,5,6.Kat,Boş,3,Kombi Doğalgaz,7249000,adana,14,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,2
150,190,5,,Boş,0 (Yeni),Klimalı,9500000,adana,2,Boş,Bilinmiyor,Var,,2
120,135,4,11.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2980000,adana,14,Boş,Bilinmiyor,Var,,2
179,230,5,5.Kat,Boş,4,Kombi Doğalgaz,5490000,adana,11,Boş,Bilinmiyor,Yok,,2
70,85,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000,adana,4,Kiracı Oturuyor,Uygun,,,1
135,175,4,1.Kat,Boş,10-May,Kombi Doğalgaz,2780000,adana,10,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
85,100,3,2.Kat,,0 (Yeni),Doğalgaz Sobalı,1950000,adana,8,Boş,Uygun,Var,Bilinmiyor,2
150,250,4,,Boş,15-Nov,Sobalı,2499000,adana,1,Kiracı Oturuyor,Bilinmiyor,Var,Arsa Tapulu,1
107,120,4,7.Kat,Boş,3,Isıtma Yok,2400000,adana,12,Boş,Uygun,Yok,,1
110,160,4,Bahçe Katı,Boş,10-May,Klimalı,4350000,adana,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
100,120,3,4.Kat,,21 Ve Üzeri,Klimalı,1270000,adana,4,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1
150,200,3,,,21 Ve Üzeri,Güneş Enerjisi,1590000,adana,2,Boş,,,,1
125,150,4,9.Kat,Boş,0 (Yeni),Klimalı,4200000,adana,9,Boş,,Yok,Kat Mülkiyeti,2
120,150,4,5.Kat,Boş,21 Ve Üzeri,Klimalı,2450000,adana,6,Boş,Uygun,Yok,Kat Mülkiyeti,1
160,180,5,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,6000000,adana,8,Boş,Uygun,Var,Kat İrtifakı,2
160,200,4,8.Kat,,10-May,Kombi Doğalgaz,6649000,adana,11,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,3
118,140,4,15.Kat,Boş,3,Doğalgaz Sobalı,2880000,adana,15,Boş,Uygun,Yok,Kat Mülkiyeti,2
90,110,3,Düz Giriş (Zemin),,10-May,Isıtma Yok,1200000,adana,13,Boş,Uygun,Yok,Kat Mülkiyeti,2
145,180,4,8.Kat,Boş,16-20,Kombi Doğalgaz,3499000,adana,10,Boş,Uygun,,Kat Mülkiyeti,2
171,198,5,,,0 (Yeni),Kombi Doğalgaz,1900000,adana,2,Boş,,,,3
92,105,3,,Boş,0 (Yeni),Merkezi Doğalgaz,935000,adana,2,Boş,,Yok,,1
220,260,5,,Boş,0 (Yeni),Kombi Doğalgaz,11450000,adana,3,Boş,Uygun,Var,Kat Mülkiyeti,3
240,274,6,,,0 (Yeni),Kombi Doğalgaz,2400000,adana,2,Boş,,,,4
355,420,5,,Boş,0 (Yeni),Kombi Doğalgaz,9900000,adana,3,Boş,Uygun,Yok,Müstakil Tapulu,3
55,65,2,3.Kat,Eşyalı,16-20,Klimalı,1725000,adana,4,Boş,,,Kat Mülkiyeti,1
135,160,4,3.Kat,Boş,16-20,Kombi Doğalgaz,2289999,adana,11,Boş,Bilinmiyor,Yok,,1
130,203,4,,Boş,15-Nov,Güneş Enerjisi,1725000,adana,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1
110,150,3,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,3650000,adana,6,Mülk Sahibi Oturuyor,Uygun,,,1
90,105,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000,adana,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
106,207,4,,Boş,21 Ve Üzeri,Sobalı,2700000,adana,2,Mülk Sahibi Oturuyor,,Yok,,1
120,260,3,,Boş,10-May,Isıtma Yok,2450000,adana,1,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,2
118,150,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3100000,adana,8,Boş,Uygun,Var,Müstakil Tapulu,2
90,110,3,5.Kat,Boş,2,Kombi Doğalgaz,2350000,adana,14,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
130,150,4,6.Kat,Boş,15-Nov,Klimalı,2090000,adana,8,Boş,Uygun,Yok,Kat İrtifakı,1
135,165,4,9.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,4050000,adana,9,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
250,327,6,,Boş,0 (Yeni),Kombi Doğalgaz,5500000,adana,3,Boş,Bilinmiyor,Var,Müstakil Tapulu,5
92,100,3,3.Kat,Boş,4,Kombi Doğalgaz,1700000,adana,15,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
75,85,2,,Boş,4,Sobalı,1750000,adana,1,Boş,Bilinmiyor,Yok,,1
50,55,2,6.Kat,Eşyalı,3,Klimalı,1250000,adana,10,Kiracı Oturuyor,Bilinmiyor,Var,,1
87,120,3,5.Kat,Boş,4,Kombi Doğalgaz,1470000,adana,12,Boş,Bilinmiyor,Yok,,1
75,80,3,Kot 3 (-3).Kat,,16-20,Isıtma Yok,2100000,adana,5,Kiracı Oturuyor,,,,1
140,200,5,2.Kat,,10-May,Kombi Doğalgaz,3600000,adana,15,Kiracı Oturuyor,,,,2
130,170,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2778000,adana,3,Boş,Bilinmiyor,Var,,2
145,160,4,3.Kat,Boş,21 Ve Üzeri,Klimalı,3375000,adana,10,Boş,,,,1
95,120,3,4.Kat,,10-May,Kombi Doğalgaz,3550000,adana,5,Boş,Bilinmiyor,Yok,,1
85,90,3,3.Kat,,15-Nov,Merkezi Doğalgaz,1350000,adana,5,Boş,Uygun,,,1
35,45,2,Yüksek Giriş,,3,Klimalı,950000,adana,12,Boş,,,,1
110,140,4,9.Kat,Boş,1,Kombi Doğalgaz,2270000,adana,15,Boş,Uygun,Yok,Kat Mülkiyeti,2
110,130,4,2.Kat,Boş,2,Kombi Doğalgaz,1649000,adana,5,Boş,Bilinmiyor,Var,,2
90,110,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1250000,adana,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2
60,70,2,Düz Giriş (Zemin),Eşyalı,4,Klimalı,1650000,adana,15,Boş,,Yok,Kat İrtifakı,1
130,150,4,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2320000,adana,9,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
110,140,4,1.Kat,Boş,1,Kombi Doğalgaz,2070000,adana,14,Boş,Uygun,Yok,,2
90,100,3,10.Kat,,16-20,Kat Kaloriferi,1500000,adana,10,Kiracı Oturuyor,,Var,Kat Mülkiyeti,2
80,95,3,10.Kat,Eşyalı,4,Kombi Doğalgaz,1570000,adana,14,Kiracı Oturuyor,,,,2
75,90,3,3.Kat,Boş,3,Kombi Doğalgaz,1850000,adana,9,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
480,600,6,,Boş,0 (Yeni),Yerden Isıtma,14500000,adana,3,Boş,Bilinmiyor,Yok,,3
120,135,4,7.Kat,Boş,10-May,Kombi Doğalgaz,2390000,adana,12,Boş,Uygun,Yok,Kat Mülkiyeti,2
100,130,3,11.Kat,Boş,2,Kombi Doğalgaz,1890000,adana,11,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1
70,90,2,Yüksek Giriş,Boş,10-May,Kombi Doğalgaz,1100000,adana,7,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
70,85,3,,,16-20,Klimalı,1650000,adana,2,Mülk Sahibi Oturuyor,Uygun,,Arsa Tapulu,1
80,100,3,3.Kat,,4,Klimalı,1690000,adana,6,Mülk Sahibi Oturuyor,,Var,Kat İrtifakı,1
95,100,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,1750000,adana,10,Boş,,,,2
120,130,4,3.Kat,,0 (Yeni),Kombi Doğalgaz,2000000,adana,10,Boş,,,,2
75,80,3,10.Kat,,2,Kombi Doğalgaz,1475000,adana,13,Boş,Uygun,,Kat Mülkiyeti,2
144,150,4,1.Kat,Boş,16-20,Kombi Doğalgaz,2450000,adana,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
75,95,3,2.Kat,,21 Ve Üzeri,Sobalı,1500000,adana,2,Kiracı Oturuyor,,Yok,Kat İrtifakı,1
150,170,4,7.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,3500000,adana,8,Boş,Uygun,,Kat Mülkiyeti,1
125,165,4,4.Kat,,15-Nov,Klimalı,2850000,adana,12,Boş,Bilinmiyor,Yok,,1
70,80,3,2.Kat,,10-May,Klimalı,1690000,adana,6,Mülk Sahibi Oturuyor,,Yok,Kat İrtifakı,1
140,170,4,7.Kat,Boş,10-May,Kombi Doğalgaz,2985000,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,2
50,60,2,5.Kat,,4,Diğer,1150000,adana,11,Kiracı Oturuyor,,,,1
90,110,3,2.Kat,,0 (Yeni),Kombi Doğalgaz,1175000,adana,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
115,130,4,7.Kat,,2,Kombi Doğalgaz,1450000,adana,9,Boş,Bilinmiyor,Yok,,2
90,110,3,2.Kat,,4,Kombi Doğalgaz,1650000,adana,9,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
145,170,4,1.Kat,,10-May,Kombi Doğalgaz,2500000,adana,8,Boş,Bilinmiyor,Yok,,1
120,150,4,1.Kat,,10-May,Kombi Doğalgaz,1350000,adana,6,Boş,Bilinmiyor,Yok,,1
55,60,2,4.Kat,,3,Klimalı,975000,adana,8,Boş,Bilinmiyor,Yok,,1
130,160,4,1.Kat,,21 Ve Üzeri,Klimalı,2595000,adana,6,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,1
105,115,4,2.Kat,Boş,4,Klimalı,1440000,adana,8,Boş,Bilinmiyor,Yok,,2
45,50,2,2.Kat,Boş,0 (Yeni),Klimalı,790000,adana,8,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
125,165,4,7.Kat,Boş,21 Ve Üzeri,Klimalı,1750000,adana,8,Boş,Bilinmiyor,Yok,,1
140,180,4,1.Kat,Boş,16-20,Kombi Doğalgaz,2680000,adana,10,Boş,Bilinmiyor,Yok,,2
145,170,5,2.Kat,Boş,4,Kombi Doğalgaz,2850000,adana,13,Boş,Bilinmiyor,Yok,,2
170,195,5,13.Kat,Boş,4,Kombi Doğalgaz,3995000,adana,15,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,2
135,165,4,6.Kat,,10-May,Kombi Doğalgaz,2750000,adana,10,Boş,,,,2
120,155,4,1.Kat,Boş,2,Kombi Doğalgaz,1930000,adana,11,Boş,Bilinmiyor,Yok,,2
200,220,4,8.Kat,Boş,15-Nov,Kombi Doğalgaz,3499000,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,2
120,135,3,10.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1950000,adana,10,Boş,,Yok,Kat Mülkiyeti,1
70,85,3,Yüksek Giriş,Boş,10-May,Isıtma Yok,1595000,adana,6,Boş,Uygun,Var,Kat Mülkiyeti,2
85,90,3,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,1
75,90,3,Düz Giriş (Zemin),Boş,2,Klimalı,950000,adana,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
55,65,3,7.Kat,Boş,0 (Yeni),Klimalı,2250000,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2
85,95,3,Bahçe Katı,Boş,1,Klimalı,2500000,adana,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
70,80,3,Yüksek Giriş,Boş,10-May,Klimalı,1595000,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2
110,135,3,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2395000,adana,4,Boş,Uygun,Yok,Kat Mülkiyeti,1
240,274,6,,,0 (Yeni),Kombi Doğalgaz,2400000,adana,2,Boş,,,,4
70,80,3,Yüksek Giriş,Boş,10-May,Klimalı,1595000,adana,8,Boş,Uygun,Var,Kat Mülkiyeti,2
55,65,3,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000,adana,8,Boş,Uygun,Var,Kat İrtifakı,1
136,160,3,3.Kat,,21 Ve Üzeri,Klimalı,3500000,adana,3,Kiracı Oturuyor,,,,1
130,150,4,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2100000,adana,9,Kiracı Oturuyor,Uygun,,,1
190,240,5,4.Kat,Boş,2,Kombi Doğalgaz,6599000,adana,15,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
165,180,4,2.Kat,Boş,10-May,Kombi Doğalgaz,3289000,adana,12,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
140,165,4,13.Kat,Boş,10-May,Kombi Doğalgaz,4599000,adana,15,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,2
100,120,3,3.Kat,Boş,21 Ve Üzeri,Klimalı,1644000,adana,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
80,115,3,2.Kat,Boş,21 Ve Üzeri,Klimalı,1645000,adana,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,120,4,2.Kat,,21 Ve Üzeri,Klimalı,950000,adana,3,Kiracı Oturuyor,,,,1
145,160,4,2.Kat,Boş,16-20,Kombi Doğalgaz,2095000,adana,11,Boş,Uygun,Yok,Kat Mülkiyeti,1
75,90,3,9.Kat,,4,Kombi Doğalgaz,2450000,adana,15,Mülk Sahibi Oturuyor,Uygun,Var,,2
120,150,4,,,21 Ve Üzeri,Klimalı,1600000,adana,1,Boş,,,,1
45,60,2,7.Kat,,0 (Yeni),Kombi Doğalgaz,800000,adana,12,Boş,,,Kat İrtifakı,1
110,160,4,3.Kat,Boş,16-20,Klimalı,2175000,adana,12,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
37,60,2,6.Kat,Boş,1,Klimalı,950000,adana,10,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
119,120,3,,Boş,16-20,Klimalı,1360000,adana,1,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Arsa Tapulu,1
160,180,4,7.Kat,Boş,15-Nov,Kombi Doğalgaz,4295000,adana,3,Boş,,,,2
85,90,3,9.Kat,Boş,4,Kombi Doğalgaz,1585000,adana,14,Boş,Bilinmiyor,Var,,2
85,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1950000,adana,13,Boş,Bilinmiyor,Var,Kat İrtifakı,2
85,90,3,6.Kat,,15-Nov,Kat Kaloriferi,1645000,adana,7,Boş,Uygun,,,1
160,170,4,6.Kat,Boş,1,Isıtma Yok,2740000,adana,11,Boş,,,Kat Mülkiyeti,2
100,150,4,11.Kat,Boş,10-May,Kombi Doğalgaz,2095000,adana,14,Boş,Bilinmiyor,Var,,1
364,365,4,,Eşyalı,21 Ve Üzeri,Klimalı,4099000,adana,3,Kiracı Oturuyor,Bilinmiyor,Yok,,3
145,160,4,4.Kat,Boş,16-20,Klimalı,1589000,adana,14,Boş,Uygun,Yok,Kat Mülkiyeti,1
120,150,4,3.Kat,Boş,3,Kombi Doğalgaz,2350000,adana,15,Boş,Uygun,Yok,Kat İrtifakı,2
197,230,5,7.Kat,,15-Nov,Kombi Doğalgaz,7200000,adana,14,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,2
60,65,2,5.Kat,Eşyalı,10-May,Klimalı,1550000,adana,13,Boş,Uygun,Yok,Kat Mülkiyeti,1
44,70,2,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1180000,adana,8,Boş,,Var,Kat Mülkiyeti,1
90,120,4,10.Kat,Boş,21 Ve Üzeri,Klimalı,1550000,adana,10,Boş,Uygun,Yok,Kat Mülkiyeti,1
125,135,4,10.Kat,,2,Klimalı,2250000,adana,10,Mülk Sahibi Oturuyor,,,,2
170,220,5,9.Kat,Boş,10-May,Kombi Doğalgaz,6500000,adana,15,Boş,Uygun,,Kat Mülkiyeti,2
110,230,4,,Boş,15-Nov,Klimalı,2550000,adana,1,Boş,Uygun,Yok,Müstakil Tapulu,1
110,220,4,,Eşyalı,15-Nov,Klimalı,6850000,adana,3,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,1
130,230,4,,Boş,10-May,Klimalı,3550000,adana,2,Boş,Uygun,Yok,Müstakil Tapulu,1
110,165,4,6.Kat,Boş,1,Kombi Doğalgaz,2740000,adana,11,Boş,Uygun,,Kat Mülkiyeti,2
180,380,4,Villa Tipi,Boş,15-Nov,Kombi Doğalgaz,12500000,adana,2,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1
145,175,4,12.Kat,Boş,15-Nov,Kombi Doğalgaz,3590000,adana,12,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
185,220,5,,Boş,0 (Yeni),Diğer,15399000,adana,2,Boş,Bilinmiyor,Yok,,4
78,100,3,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1750000,adana,9,Boş,Uygun,Var,Kat Mülkiyeti,1
275,500,7,,Boş,10-May,Kombi Doğalgaz,17999999,adana,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,3
130,145,4,17.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1785000,adana,3,Boş,Bilinmiyor,Var,Kat İrtifakı,2
185,200,5,8.Kat,Boş,10-May,Kombi Doğalgaz,4950000,adana,11,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
85,100,3,10.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1350000,adana,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
110,120,3,Düz Giriş (Zemin),Boş,21 Ve Üzeri,Klimalı,1175000,adana,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
90,100,3,4.Kat,Boş,2,Kombi Doğalgaz,1645000,adana,5,Boş,Bilinmiyor,Var,,2
45,50,2,14.Kat,Boş,0 (Yeni),Kombi Doğalgaz,975000,adana,14,Boş,Uygun,Yok,Kat Mülkiyeti,1
110,120,4,2.Kat,Eşyalı,4,Kombi Doğalgaz,3150000,adana,11,Boş,Uygun,Yok,Kat Mülkiyeti,2
90,110,3,3.Kat,,21 Ve Üzeri,Klimalı,1950000,adana,3,Boş,Uygun,,,1
95,130,3,5.Kat,,0 (Yeni),Kombi Doğalgaz,1700000,adana,8,Boş,,,,2
140,160,4,11.Kat,,4,Kombi Doğalgaz,2095000,adana,13,Boş,,,,1
170,185,4,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2800000,adana,8,Boş,Uygun,Yok,Kat Mülkiyeti,2
90,110,3,2.Kat,Boş,16-20,Kombi Doğalgaz,1850000,adana,9,Boş,Uygun,Yok,Kat Mülkiyeti,1
250,300,5,Müstakil,,21 Ve Üzeri,Güneş Enerjisi,6000000,adana,2,Boş,Uygun,,,1
